bucket_id,original_size,num_sub_buckets,original_coherence,avg_sub_coherence,weighted_coherence,improvement
132,36,4,0.3176124362038978,0.38272981131984096,0.3871559677985635,0.0695435315946657
196,28,2,0.2741758292762238,0.3718052748144979,0.3731195146817746,0.09894368540555082
134,25,5,0.2809581745407784,0.36772510379296597,0.374377629940905,0.09341945540012658
68,23,4,0.29539336579532455,0.34480968255122213,0.35139793579170375,0.056004569996379205
140,20,4,0.29404586734002314,0.3307862892217258,0.3261226743948616,0.03207680705483845
